author,author_timezone,commit_message,n_commits,n_projects_c,complexity,cognitive_complexity,class_complexity,duplicated_blocks,duplicated_files,duplicated_lines_density,violations,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,open_issues,sqale_debt_ratio,code_smells,bugs,reliability_rating,vulnerabilities,security_rating,files,comment_lines_density,function_complexity,file_complexity,effort_to_reach_maintainability_rating_a,new_sqale_debt_ratio,security_remediation_effort,reliability_remediation_effort,error,ok,warn,n_measures,n_projects_m,effort,message,blocker,critical,info,major,minor,issue_code_length,n_issues,n_projects_i
Adrian Crum,0.0,181.06896551724137,29,2,3157.625,2008.0,15.612499999999999,213.25,37.875,7.6,1342.125,2.0,257.375,537.25,495.25,50.25,1342.125,3.7,1291.625,26.0,4.0,24.5,3.5,176.875,32.8875,1.6499999999999997,17.35,0.0,3.6412436105388224,645.0,412.5,8.0,0,0,8,2,40.0,190.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,1.0
Adrian Nistor,0.0,197.0,1,1,9545.0,5528.0,14.4,440.0,105.0,6.2,3244.0,17.0,826.0,1425.0,944.0,32.0,3244.0,3.2,3086.0,146.0,5.0,12.0,4.0,482.0,29.6,1.6,19.8,0.0,3.1011275679634305,190.0,2604.0,1.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Gates,0.0,149.7634456171396,15823,1,103180.34375,84767.9375,17.331249999999994,5706.40625,697.71875,19.040624999999995,42244.875,252.9375,1922.375,15339.84375,23764.34375,965.375,42244.875,3.2031250000000013,40675.03125,820.21875,5.0,749.625,4.0,2592.71875,9.678124999999998,2.2999999999999985,40.031249999999986,0.0,3.0902297541449375,9264.21875,15898.1875,32.0,0,0,32,1,34.38963730569948,164858.0,16.0,75.0,3.0,959.0,877.0,0.12590673575129532,1930.0,1.0
Alex Karasulu,0.0,185.18279569892474,279,1,7195.717391304348,7854.0,15.128260869565217,159.0,69.58695652173913,5.976086956521739,4297.521739130435,28.869565217391305,354.4782608695652,1925.7391304347825,1853.695652173913,134.7391304347826,4297.521739130435,3.5999999999999974,4186.565217391304,36.52173913043478,5.0,74.43478260869566,4.0,475.5,31.263043478260876,2.2630434782608684,17.71304347826086,0.0,3.584494278743593,785.4347826086956,610.8913043478261,46.0,0,0,46,1,19.350785340314136,13279.0,2.0,9.0,0.0,116.0,64.0,0.015706806282722512,191.0,1.0
Alexander Shraer,0.0,183.15315315315314,111,1,9174.636363636364,8272.545454545454,12.42727272727273,313.45454545454544,98.54545454545455,5.809090909090909,4710.0,17.09090909090909,508.90909090909093,2010.2727272727273,2104.4545454545455,69.27272727272727,4710.0,3.100000000000001,4268.272727272727,32.09090909090909,5.0,409.6363636363636,4.0,430.0,13.218181818181819,2.1000000000000005,21.545454545454543,0.0,2.6374684476883687,9942.272727272728,174.72727272727272,11.0,0,0,11,1,10.838709677419354,1793.0,0.0,0.0,0.0,11.0,20.0,0.06451612903225806,31.0,1.0
Amareshwari Sri Ramadasu,0.0,198.63286713286712,286,1,44578.13043478261,38959.739130434784,21.526086956521738,2025.5652173913043,209.34782608695653,15.86521739130435,18584.608695652172,198.34782608695653,941.5217391304348,7179.04347826087,9832.347826086956,433.3478260869565,18584.608695652172,3.3826086956521744,17744.565217391304,469.0,5.0,371.04347826086956,4.0,1188.3478260869565,10.556521739130433,2.399999999999999,37.50869565217391,0.0,3.1222076324804404,4439.565217391304,7893.347826086957,23.0,0,0,23,1,32.48407643312102,11216.0,4.0,9.0,0.0,39.0,105.0,0.0,157.0,1.0
Andrus Adamchik,0.0,131.21276244007274,6049,1,26140.25,18348.03676470588,11.232352941176444,1500.4338235294117,325.1985294117647,5.241176470588251,13306.014705882353,105.38235294117646,544.9044117647059,6464.117647058823,5811.14705882353,380.4632352941176,13306.014705882353,3.516911764705882,11745.433823529413,1441.0294117647059,5.0,119.55147058823529,4.0,2394.1470588235293,11.0125,1.8000000000000043,11.91323529411765,0.0,1.2276282032598185,1858.2720588235295,12598.882352941177,136.0,0,0,136,1,30.623931623931625,12387.0,4.0,22.0,1.0,117.0,90.0,0.042735042735042736,234.0,1.0
Antoine Levy-Lambert,0.0,144.0,1,1,1020.0,828.0,23.7,30.0,8.0,9.6,439.0,0.0,63.0,199.0,171.0,6.0,439.0,2.9,437.0,0.0,1.0,2.0,4.0,41.0,20.2,2.2,24.9,0.0,2.60204938686377,30.0,0.0,1.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Petrelli,0.0,155.0,263,1,5418.0,6750.0,19.6,161.0,18.0,6.3,2891.0,89.0,116.0,1359.0,1321.0,6.0,2891.0,4.9,2701.0,148.0,5.0,42.0,4.0,245.0,11.1,2.8,22.1,0.0,4.87661767114924,495.0,454.0,1.0,0,0,1,1,90.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0
Arron Claude Bates,0.0,149.5,4,1,2802.0,2281.0,20.5,113.0,11.0,7.7,1419.5,19.0,337.0,522.5,536.0,5.0,1419.5,3.4,1383.5,15.0,5.0,21.0,4.0,93.0,23.1,1.8,30.1,0.0,3.295257728998825,225.0,305.0,2.0,0,0,2,1,24.166666666666668,252.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,1.0
Arun Thomas,0.0,155.0,2,1,11789.0,6633.0,12.9,508.0,240.0,15.7,5227.0,9.0,783.0,2211.0,1910.0,314.0,5227.0,4.0,5099.0,88.0,5.0,40.0,4.0,696.0,31.5,1.5,16.9,0.0,3.93547816864062,505.0,1414.0,1.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asankha Chamath Perera,0.0,239.63793103448276,58,2,5492.375,4195.1875,11.2875,693.0625,116.6875,13.393749999999999,2033.875,1.625,429.4375,970.9375,604.1875,27.6875,2033.875,3.518749999999999,2008.9375,6.625,4.0625,18.3125,4.0,428.1875,16.950000000000003,1.6874999999999998,12.80625,0.0,3.463573361789081,319.375,36.625,16.0,0,0,16,2,15.0,804.0,0.0,3.0,0.0,8.0,3.0,0.0,14.0,1.0
Ashish Thusoo,0.0,220.53093525179855,695,1,15080.0,13257.38,17.066000000000006,1270.44,76.96,16.874000000000002,9124.1,101.18,383.04,3593.8,4196.38,849.7,9124.1,4.575999999999996,8466.74,246.44,5.0,410.92,4.0,555.04,12.438000000000002,2.2779999999999982,27.373999999999995,0.0,4.2772136554822175,4338.7,1672.1,50.0,0,0,50,1,13.358695652173912,11671.0,1.0,14.0,2.0,86.0,81.0,0.04891304347826087,184.0,1.0
Ashutosh Chauhan,0.0,213.81230388894173,21034,1,94042.49858088931,78842.89120151372,17.988457899716078,4959.3443708609275,602.5894039735099,18.268401135288542,38346.95175023652,236.00946073793756,1749.6452223273416,14154.811731315043,21328.346263008516,878.1390728476821,38346.95175023652,3.2356669820245907,36880.35288552507,786.5449385052034,5.0,680.0539262062441,4.0,2367.2544938505202,9.764995269631097,2.34427625354777,39.80927152317861,0.0,3.1029051814037643,8376.480605487228,14533.261116367077,1057.0,0,0,1057,1,27.860098582121342,1239546.0,143.0,780.0,25.0,8423.0,7062.0,0.07752692752388486,16433.0,1.0
Benedikt Ritter,0.0,216.70114170584284,2978,14,3673.5574162679427,2610.6483253588517,15.61889952153106,206.2846889952153,42.03349282296651,10.399760765550244,1810.921052631579,57.610047846889955,205.73205741626793,707.4976076555024,771.7535885167464,68.32775119617224,1810.921052631579,4.259090909090915,1755.8325358851675,25.595693779904305,4.016746411483253,29.492822966507177,3.473684210526316,210.07894736842104,28.21507177033494,1.7301435406698678,17.487320574162652,736.9617224880383,3.9307002586298223,471.60287081339715,327.89234449760767,418.0,0,0,418,13,9.21656050955414,25457.0,1.0,7.0,0.0,122.0,27.0,0.0,157.0,9.0
Benjamin Speakmon,0.0,199.4558823529412,68,1,1974.9811320754718,1201.7924528301887,14.794339622641518,215.37735849056602,32.867924528301884,10.458490566037735,725.188679245283,0.0,73.66037735849056,309.8301886792453,323.0943396226415,18.60377358490566,725.188679245283,4.033962264150942,687.7358490566038,15.943396226415095,4.0,21.50943396226415,3.0,125.05660377358491,36.16792452830187,1.6339622641509441,15.78867924528302,0.0,4.007309836193279,605.2830188679245,478.3018867924528,53.0,0,0,53,1,26.846153846153847,2682.0,0.0,2.0,0.0,33.0,17.0,0.0,52.0,1.0
Benson Margulies,0.0,160.5,60,2,4325.375,2804.25,16.599999999999998,222.0,44.0,7.299999999999999,1923.875,4.0,428.0,744.0,678.875,69.0,1923.875,3.5,1881.875,35.0,4.0,7.0,4.0,227.0,29.699999999999996,1.5999999999999999,19.099999999999998,0.0,3.4557286778311553,70.0,390.0,8.0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernd Eckenfels,0.0,187.79157427937915,451,4,4460.952380952381,2810.9206349206347,10.915873015873006,63.5,22.349206349206348,2.9611111111111055,1279.9444444444443,3.261904761904762,133.8015873015873,802.7936507936508,258.3174603174603,81.76984126984127,1279.9444444444443,2.6738095238095214,1256.0873015873017,10.325396825396826,4.968253968253968,13.531746031746032,3.9047619047619047,362.468253968254,20.39761904761905,1.5,12.315873015873029,0.0,2.500902837493584,173.96825396825398,174.9126984126984,126.0,0,0,126,3,18.224489795918366,2603.0,0.0,1.0,0.0,31.0,17.0,0.0,49.0,2.0
Bertrand Delacretaz,0.0,149.5625680087051,2757,2,4302.5,2733.3333333333335,16.650000000000002,186.0,41.0,5.8,1916.6666666666667,4.0,446.8333333333333,731.8333333333334,665.0,69.0,1916.6666666666667,3.6500000000000004,1871.6666666666667,38.0,4.0,7.0,4.0,224.5,30.75,1.5999999999999999,19.183333333333334,0.0,3.599716400012891,70.0,405.0,6.0,0,0,6,1,12.857142857142858,366.0,0.0,2.0,0.0,5.0,0.0,0.0,7.0,1.0
Bill Speirs,0.0,218.50632911392404,79,2,768.5,307.34615384615387,12.623076923076926,53.73076923076923,15.615384615384615,27.188461538461542,260.4230769230769,0.0,28.384615384615383,150.6153846153846,72.03846153846153,9.384615384615385,260.4230769230769,4.646153846153845,255.57692307692307,4.846153846153846,4.0,0.0,1.0,52.15384615384615,32.150000000000006,1.3692307692307684,14.661538461538454,0.0,3.9717848906819366,0.0,24.23076923076923,26.0,0,0,26,1,36.833333333333336,296.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,1.0
Bob McWhirter,0.0,309.0731707317073,164,3,2016.8490566037735,1420.3396226415093,9.816981132075473,60.264150943396224,49.094339622641506,12.347169811320752,1027.2075471698113,3.7547169811320753,47.943396226415096,510.6981132075472,459.811320754717,5.0,1027.2075471698113,4.5584905660377375,1016.6792452830189,4.2075471698113205,1.8679245283018868,6.320754716981132,3.943396226415094,207.9433962264151,26.247169811320763,1.6830188679245282,10.073584905660377,128.28301886792454,3.9293165813027247,82.0754716981132,39.45283018867924,53.0,0,0,53,3,15.688524590163935,7564.0,2.0,5.0,0.0,75.0,40.0,0.2540983606557377,122.0,1.0
Brent Worden,0.0,179.51785714285714,56,3,8211.181818181818,4751.909090909091,14.82272727272727,392.77272727272725,89.9090909090909,6.572727272727275,3012.318181818182,33.5,766.3181818181819,1264.5,903.7727272727273,44.22727272727273,3012.318181818182,3.313636363636364,2877.8636363636365,122.95454545454545,4.863636363636363,11.5,4.0,411.22727272727275,30.009090909090904,1.5545454545454547,20.01818181818182,226.27272727272728,3.247327187752428,175.6818181818182,2147.3636363636365,22.0,0,0,22,3,14.333333333333334,366.0,0.0,0.0,1.0,5.0,3.0,0.0,9.0,1.0
Brett Leslie Porter,0.0,185.0,3,2,4100.333333333333,2644.3333333333335,21.066666666666666,177.33333333333334,48.666666666666664,10.466666666666667,1693.0,3.0,343.3333333333333,767.6666666666666,563.6666666666666,15.333333333333334,1693.0,3.033333333333333,1665.3333333333333,20.666666666666668,2.3333333333333335,7.0,4.0,181.66666666666666,23.166666666666668,2.0,23.933333333333334,0.0,2.840530968223367,86.66666666666667,392.3333333333333,3.0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Porter,0.0,167.76649874055417,3970,7,2378.9355992844366,1584.0,10.883720930232549,121.40608228980322,22.95169946332737,9.816279069767452,1215.391771019678,1.3237924865831843,78.54561717352415,553.1574239713775,492.520572450805,89.84436493738819,1215.391771019678,3.631305903398927,1197.7227191413238,9.536672629695886,2.4364937388193204,8.132379248658319,3.2737030411449015,257.9928443649374,18.662969588551025,1.7125223613595766,13.025581395348828,6.531305903398927,2.935240714535629,163.64937388193204,75.34883720930233,559.0,0,0,559,7,19.074933687002652,95900.0,2.0,76.0,6.0,684.0,740.0,0.16114058355437666,1508.0,3.0
Brock Noland,0.0,170.87698986975397,2073,1,103665.38461538461,85216.17482517482,17.24755244755244,5418.454545454545,744.6083916083916,19.67412587412586,42319.96503496503,257.54545454545456,1904.2797202797203,15784.20979020979,23322.265734265733,1051.6643356643356,42319.96503496503,3.245454545454548,40741.12587412587,813.3146853146853,5.0,765.5244755244755,4.0,2699.055944055944,9.729370629370605,2.300000000000006,38.42377622377625,0.0,3.127709718635449,9536.573426573426,15522.251748251749,143.0,0,0,143,1,29.276240846216435,181553.0,34.0,116.0,2.0,1427.0,879.0,0.051668022782750206,2458.0,1.0
Bruno D'Avonzo,0.0,304.4,15,1,1930.8333333333333,1666.1666666666667,12.483333333333334,77.66666666666667,42.833333333333336,11.200000000000001,1448.0,0.16666666666666666,202.5,750.8333333333334,491.0,3.5,1448.0,4.5,1320.3333333333333,2.0,4.0,125.66666666666667,4.0,154.33333333333334,55.083333333333336,1.8166666666666667,12.5,0.0,4.080045555367003,1753.3333333333333,35.0,6.0,0,0,6,1,4.352941176470588,1151.0,0.0,0.0,0.0,3.0,14.0,0.0,17.0,1.0
Bruno P. Kinoshita,-12.0,59.58289473684211,760,12,6696.555555555556,4152.055555555556,14.727777777777776,323.1111111111111,78.05555555555556,7.627777777777778,2902.0555555555557,33.388888888888886,367.27777777777777,1163.8333333333333,1231.5555555555557,106.0,2902.0555555555557,3.4388888888888887,2771.5555555555557,89.33333333333333,4.277777777777778,41.166666666666664,3.6666666666666665,392.1111111111111,26.522222222222226,1.7000000000000002,18.027777777777775,369.72222222222223,3.8886285017036073,618.8888888888889,951.1666666666666,17.0,0,1,18,8,6.0,197.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0
Camille Fournier,0.0,192.44745762711864,295,1,9459.0,8452.2,12.46,313.8,100.0,5.4799999999999995,4789.2,17.4,518.4,2072.4,2112.6,68.4,4789.2,3.1,4331.6,32.2,5.0,425.4,4.0,448.6,13.2,2.1,21.3,0.0,2.4683120940097063,10376.0,176.2,5.0,0,0,5,1,20.53846153846154,773.0,0.0,0.0,0.0,3.0,10.0,0.0,13.0,1.0
Carl Franklin Hall,0.0,246.72307692307692,65,1,1069.9,365.2,13.49,53.8,12.8,15.450000000000003,312.4,0.0,30.4,187.2,77.8,17.0,312.4,3.9899999999999998,309.4,3.0,4.0,0.0,1.0,66.2,33.43,1.2800000000000002,16.64,0.0,3.3132401689910935,0.0,15.0,10.0,0,0,10,1,57.714285714285715,313.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,1.0
Carl Steinbach,0.0,266.7732742241925,1579,1,53802.13218390805,46460.28735632184,21.027011494252868,2505.022988505747,271.0632183908046,16.075862068965503,22310.379310344826,189.2816091954023,1069.1379310344828,8406.270114942528,12153.172413793103,492.51724137931035,22310.379310344826,3.322988505747123,21370.591954022988,522.6954022988506,5.0,417.0919540229885,4.0,1407.2988505747126,10.44540229885058,2.3948275862068904,38.05000000000003,0.0,3.1028888003455584,5005.948275862069,9093.448275862069,174.0,0,0,174,1,15.09553158705701,43175.0,11.0,41.0,1.0,287.0,309.0,0.02157164869029276,649.0,1.0
Carlos Sanchez Gonzalez,0.0,146.1809523809524,105,1,3584.274509803922,1713.9803921568628,10.711764705882356,196.27450980392157,24.274509803921568,8.099999999999998,2106.9803921568628,0.4117647058823529,102.0,779.6274509803922,1054.1568627450981,170.7843137254902,2106.9803921568628,3.2745098039215685,2057.0588235294117,34.98039215686274,3.6666666666666665,14.941176470588236,3.7058823529411766,341.078431372549,16.95294117647059,1.7843137254901946,17.576470588235296,0.0,2.3795434072520156,350.7843137254902,224.7450980392157,51.0,0,0,51,1,19.5,296.0,0.0,1.0,0.0,3.0,2.0,0.0,6.0,1.0
Carsten Ziegeler,0.0,153.69217682820045,39971,2,4297.0,4985.0,17.2,112.0,45.0,7.7,2102.0,26.0,158.0,1060.0,792.0,66.0,2102.0,3.9,2057.0,20.0,5.0,25.0,4.0,210.0,31.6,2.6,20.7,0.0,3.87520669622606,250.0,310.0,1.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chas Honton,0.0,186.20103092783506,1358,1,7747.391304347826,5352.695652173913,15.739130434782604,796.1739130434783,188.65217391304347,35.269565217391296,3934.1739130434785,24.91304347826087,179.7826086956522,1713.8695652173913,1862.7826086956522,152.82608695652175,3934.1739130434785,5.373913043478263,3764.1739130434785,63.52173913043478,4.0,106.47826086956522,4.0,467.7826086956522,23.034782608695664,1.9565217391304341,16.67391304347826,3815.2608695652175,5.2174571985055005,1237.608695652174,654.1739130434783,23.0,0,0,23,1,11.472222222222221,5265.0,0.0,1.0,7.0,12.0,52.0,0.0,72.0,1.0
Chris Nauroth,0.0,204.37209302325581,86,1,9708.066666666668,8614.8,12.599999999999996,313.26666666666665,100.6,4.9,4831.133333333333,18.0,521.8666666666667,2120.866666666667,2099.6666666666665,70.73333333333333,4831.133333333333,3.100000000000001,4354.466666666666,32.2,5.0,444.46666666666664,4.0,468.73333333333335,13.286666666666664,2.1000000000000005,20.9,0.0,2.1775016086545396,10892.333333333334,178.0,15.0,0,0,15,1,2.0,165.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
Christian Grobmeier,0.0,190.1449704142012,338,3,3238.122807017544,3009.0175438596493,13.628070175438605,69.96491228070175,31.596491228070175,4.449122807017547,1051.7543859649122,38.89473684210526,59.10526315789474,639.3157894736842,305.49122807017545,8.947368421052632,1051.7543859649122,3.601754385964911,1005.9473684210526,30.29824561403509,4.771929824561403,15.508771929824562,4.0,219.35087719298247,17.329824561403505,2.1684210526315795,15.32631578947368,0.0,3.538753283018377,185.26315789473685,184.05263157894737,57.0,0,0,57,3,30.16747572815534,29336.0,2.0,17.0,4.0,277.0,112.0,0.05825242718446602,412.0,2.0
Conor MacNeill,0.0,146.24778761061947,339,1,6550.666666666667,4741.666666666667,16.633333333333336,854.3333333333334,209.0,59.0,3724.3333333333335,32.0,205.33333333333334,1566.6666666666667,1857.0,63.333333333333336,3724.3333333333335,6.5,3589.0,70.33333333333333,5.0,65.0,4.0,375.6666666666667,33.166666666666664,2.0,17.599999999999998,11588.0,6.310409463511874,820.0,738.6666666666666,3.0,0,0,3,1,41.42857142857143,311.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,1.0
Costin Manolache,0.0,185.0,1,1,3668.0,2609.0,19.9,116.0,23.0,6.8,1696.0,3.0,261.0,643.0,772.0,17.0,1696.0,3.0,1673.0,17.0,5.0,6.0,4.0,132.0,24.3,1.7,27.8,0.0,2.96302668807831,75.0,330.0,1.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig R. McClanahan,0.0,461.2191011235955,712,7,910.7461538461539,975.2807692307692,23.14653846153848,133.7153846153846,23.0,26.868076923076902,951.0,95.58076923076923,231.23846153846154,214.88846153846154,399.05,10.242307692307692,951.0,6.562307692307691,947.0115384615384,1.6807692307692308,1.9807692307692308,2.3076923076923075,1.573076923076923,47.761538461538464,29.166538461538444,1.7880769230769185,22.94923076923078,3643.526923076923,6.164342664450711,30.692307692307693,28.453846153846154,260.0,0,0,260,7,18.315372424722664,37393.0,12.0,30.0,16.0,275.0,298.0,0.012678288431061807,631.0,4.0
Dain Sundstrom,0.0,290.46153846153845,26,1,2527.818181818182,1700.4545454545455,24.927272727272726,188.0,79.72727272727273,80.38181818181819,1505.1818181818182,12.0,180.0909090909091,493.90909090909093,783.8181818181819,35.36363636363637,1505.1818181818182,3.9909090909090907,1449.090909090909,17.90909090909091,5.0,38.18181818181818,4.0,84.0909090909091,23.590909090909086,1.5,30.063636363636363,0.0,3.4019060334276428,621.8181818181819,236.8181818181818,11.0,0,0,11,1,24.5,223.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0
Daniel Fabulich,0.0,167.2246376811594,138,1,525.6923076923077,252.4923076923077,10.592307692307696,43.43076923076923,22.307692307692307,47.97999999999999,232.07692307692307,1.0,30.476923076923075,114.95384615384616,79.64615384615385,6.0,232.07692307692307,4.536923076923074,225.6,6.476923076923077,4.0,0.0,1.0,42.47692307692308,30.93076923076923,1.400000000000001,12.358461538461532,0.0,3.3306118317719275,0.0,44.30769230769231,65.0,0,0,65,1,13.285714285714286,775.0,0.0,1.0,0.0,7.0,6.0,0.0,14.0,1.0
Daniel Rall,0.0,311.8333333333333,6,3,6162.666666666667,3720.0,15.116666666666667,302.8333333333333,114.33333333333333,16.816666666666666,2544.0,8.333333333333334,398.0,969.6666666666666,1112.6666666666667,55.333333333333336,2544.0,3.8666666666666667,2462.0,56.833333333333336,4.166666666666667,25.166666666666668,3.5,362.6666666666667,29.866666666666664,1.7499999999999998,17.28333333333333,1236.5,3.7862594485579657,295.8333333333333,875.5,6.0,0,0,6,3,20.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Daniel Savarese,0.0,657.4827586206897,493,2,2266.4146341463415,1892.1341463414635,12.419512195121955,82.10975609756098,44.68292682926829,10.60487804878049,1528.658536585366,0.8048780487804879,200.9878048780488,792.4634146341464,523.4634146341464,10.939024390243903,1528.658536585366,4.34268292682927,1401.6463414634147,2.207317073170732,4.0,124.8048780487805,4.0,183.21951219512195,47.92317073170734,1.798780487804878,12.541463414634139,0.0,3.9788677771345413,1796.4634146341464,41.46341463414634,82.0,0,0,82,2,14.123893805309734,7213.0,0.0,7.0,2.0,64.0,40.0,0.0,113.0,1.0
Davanum Srinivas,0.0,215.14754098360655,61,2,10161.0,6236.0,15.7,378.0,128.0,11.8,4138.0,9.0,881.0,1883.0,1331.0,34.0,4138.0,3.3,4063.0,60.0,5.0,15.0,4.0,463.0,29.4,1.6,21.9,0.0,3.2864020869698702,180.0,1117.0,1.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Brosius,0.0,158.66493313521545,1346,7,6929.78672985782,4980.109004739336,16.45876777251185,754.4075829383886,203.53554502369667,53.742180094786704,3770.6635071090045,37.459715639810426,219.15165876777252,1621.909952606635,1807.0805687203792,85.06161137440758,3770.6635071090045,5.806161137440754,3625.5829383886257,63.7345971563981,4.748815165876778,81.34597156398104,3.981042654028436,401.6398104265403,24.846445497630256,1.980568720379148,17.53791469194315,7648.412322274881,5.47527334859738,976.0900473933649,713.2559241706161,211.0,0,0,211,7,13.96629213483146,11521.0,2.0,25.0,1.0,85.0,65.0,0.033707865168539325,178.0,5.0
David Dixon-Peugh,0.0,239.625,8,1,6335.0,4607.0,16.466666666666665,828.3333333333334,202.33333333333334,47.43333333333334,3594.3333333333335,34.0,166.0,1517.0,1827.3333333333333,50.0,3594.3333333333335,6.7,3467.3333333333335,70.0,5.0,57.0,4.0,368.0,48.29999999999999,2.0,17.4,12668.666666666666,6.518443650818753,725.0,662.0,3.0,0,0,3,1,12.8,814.0,0.0,2.0,0.0,8.0,5.0,0.0,15.0,1.0
